Date_Time,Channel,Channel_Name,TOC_Conc,DilutionFactor,MSIG,SLOP,ICPT,FACT,OFST,MAXR,Add_note
2025-12-22 16:37:35,2,1차처리수,707.5,5.0,22834.29,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 854 / COOLER = 1 / flow out = 160.76
2025-12-22 16:52:35,3,방류수,16.55,1.0,2724.91,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 855 / COOLER = 1 / flow out = 157.72
2025-12-22 17:07:35,1,유입수,121.14,5.0,3961.19,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 856 / COOLER = 1 / flow out = 347.54
2025-12-22 17:22:35,2,1차처리수,506.9,5.0,16377.59,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 855 / COOLER = 1 / flow out = 158.18
2025-12-22 17:37:35,3,방류수,16.56,1.0,2726.28,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 853 / COOLER = 1 / flow out = 158.94
2025-12-22 17:52:35,1,유입수,109.08,5.0,3572.93,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 857 / COOLER = 1 / flow out = 157.01
2025-12-22 18:07:35,2,1차처리수,148.27,5.0,4834.41,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 852 / COOLER = 1 / flow out = 158.43
2025-12-22 18:22:35,3,방류수,13.09,1.0,2168.42,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 857 / COOLER = 1 / flow out = 157.65
2025-12-22 18:37:35,1,유입수,107.3,5.0,3515.6,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 853 / COOLER = 1 / flow out = 158.3
2025-12-22 18:52:35,2,1차처리수,36.31,5.0,1230.72,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 856 / COOLER = 1 / flow out = 200
2025-12-22 19:07:35,3,방류수,12.18,1.0,2021.79,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 855 / COOLER = 1 / flow out = 155.51
2025-12-22 19:22:34,1,유입수,108.51,5.0,3554.55,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 853 / COOLER = 1 / flow out = 159.03
2025-12-22 19:37:34,2,1차처리수,15.21,5.0,551.62,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 857 / COOLER = 1 / flow out = 159.77
2025-12-22 19:52:35,3,방류수,12.76,1.0,2115.93,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 853 / COOLER = 0 / flow out = 227.73
2025-12-22 20:07:35,1,유입수,107.73,5.0,3529.38,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 857 / COOLER = 1 / flow out = 367.23
2025-12-22 20:22:35,2,1차처리수,22.11,5.0,773.73,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 855 / COOLER = 1 / flow out = 367.23
2025-12-22 20:37:35,3,방류수,14.34,1.0,2369.66,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 853 / COOLER = 0 / flow out = 367.23
2025-12-22 20:52:35,1,유입수,107.11,5.0,3509.45,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 857 / COOLER = 1 / flow out = 367.23
2025-12-22 21:07:35,2,1차처리수,14.82,5.0,539.06,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 854 / COOLER = 0 / flow out = 367.23
2025-12-22 21:22:35,3,방류수,12.21,1.0,2027.12,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 853 / COOLER = 0 / flow out = 367.23
2025-12-22 21:37:35,1,유입수,106.02,5.0,3474.45,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 856 / COOLER = 0 / flow out = 276.21
2025-12-22 21:52:35,2,1차처리수,15.79,5.0,570.07,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 852 / COOLER = 0 / flow out = 326.8
2025-12-22 22:07:35,3,방류수,11.02,1.0,1835.39,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 857 / COOLER = 0 / flow out = 242.23
2025-12-22 22:22:35,1,유입수,106.54,5.0,3491.23,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 854 / COOLER = 0 / flow out = 288.49
2025-12-22 22:37:35,2,1차처리수,14.83,5.0,539.35,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 856 / COOLER = 0 / flow out = 269
2025-12-22 22:52:35,3,방류수,11.7,1.0,1944.43,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 855 / COOLER = 0 / flow out = 311.75
2025-12-22 23:07:35,1,유입수,106.09,5.0,3476.73,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 855 / COOLER = 0 / flow out = 237.36
2025-12-22 23:22:35,2,1차처리수,13.69,5.0,502.42,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 856 / COOLER = 0 / flow out = 221.77
2025-12-22 23:37:35,3,방류수,11.54,1.0,1919.59,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 854 / COOLER = 0 / flow out = 206.36
2025-12-22 23:52:35,1,유입수,105.54,5.0,3458.84,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 857 / COOLER = 0 / flow out = 200.16
2025-12-23 00:07:35,2,1차처리수,12.21,5.0,454.89,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 853 / COOLER = 0 / flow out = 190.09
2025-12-23 00:22:35,3,방류수,11.27,1.0,1875.86,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 857 / COOLER = 0 / flow out = 196.02
2025-12-23 00:37:35,1,유입수,105.41,5.0,3454.63,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 854 / COOLER = 0 / flow out = 192.37
2025-12-23 00:52:35,2,1차처리수,15.64,5.0,565.35,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 853 / COOLER = 0 / flow out = 194.48
2025-12-23 01:07:35,3,방류수,11.2,1.0,1864.94,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 857 / COOLER = 0 / flow out = 200.15
2025-12-23 01:22:35,1,유입수,105.08,5.0,3444.23,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 853 / COOLER = 0 / flow out = 195.54
2025-12-23 01:37:35,2,1차처리수,13.45,5.0,494.93,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 856 / COOLER = 0 / flow out = 199.11
2025-12-23 01:52:35,3,방류수,38.14,1.0,6199.85,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 856 / COOLER = 0 / flow out = 200.74
2025-12-23 02:07:35,1,유입수,104.29,5.0,3418.69,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 852 / COOLER = 0 / flow out = 206.35
2025-12-23 02:22:35,2,1차처리수,13.08,5.0,482.96,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 855 / COOLER = 0 / flow out = 200.88
2025-12-23 02:37:35,3,방류수,11.0,1.0,1832.21,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 855 / COOLER = 0 / flow out = 193.31
2025-12-23 02:52:35,1,유입수,103.93,5.0,3407.03,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 852 / COOLER = 0 / flow out = 199.17
2025-12-23 03:07:35,2,1차처리수,52.78,5.0,1760.76,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 856 / COOLER = 0 / flow out = 184.97
2025-12-23 20:33:35,1,유입수,104.18,5.0,3415.16,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 856 / COOLER = 1 / flow out = 163.95
2025-12-23 20:48:35,2,1차처리수,104.35,5.0,3420.5,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 853 / COOLER = 1 / flow out = 184.7
2025-12-23 21:03:35,3,방류수,11.6,1.0,1928.59,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 853 / COOLER = 1 / flow out = 218.66
2025-12-23 21:18:35,1,유입수,103.9,5.0,3406.12,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 854 / COOLER = 1 / flow out = 218.2
2025-12-23 21:33:35,2,1차처리수,31.24,5.0,1067.3,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 857 / COOLER = 1 / flow out = 219.59
2025-12-23 21:48:35,3,방류수,11.93,1.0,1982.21,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 857 / COOLER = 1 / flow out = 226.28
2025-12-23 22:03:35,1,유입수,103.68,5.0,3399.1,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 856 / COOLER = 1 / flow out = 234.93
2025-12-23 22:18:35,2,1차처리수,54.61,5.0,1819.77,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 855 / COOLER = 1 / flow out = 236.68
2025-12-23 22:33:35,3,방류수,11.68,1.0,1942.21,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 852 / COOLER = 1 / flow out = 236.24
2025-12-23 22:48:35,1,유입수,105.77,5.0,3466.33,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 855 / COOLER = 1 / flow out = 255.47
2025-12-23 23:03:35,2,1차처리수,29.74,5.0,1019.13,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 857 / COOLER = 1 / flow out = 367.23
2025-12-23 23:18:35,3,방류수,11.88,1.0,1973.58,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 854 / COOLER = 1 / flow out = 367.23
2025-12-23 23:33:35,1,유입수,107.3,5.0,3515.49,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 854 / COOLER = 1 / flow out = 367.23
2025-12-23 23:48:35,2,1차처리수,28.11,5.0,966.55,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 853 / COOLER = 1 / flow out = 367.23
2025-12-24 00:03:35,3,방류수,11.82,1.0,1963.67,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 853 / COOLER = 1 / flow out = 367.23
2025-12-24 00:18:35,1,유입수,103.82,5.0,3403.67,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 855 / COOLER = 1 / flow out = 367.23
2025-12-24 00:33:35,2,1차처리수,67.25,5.0,2226.59,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 854 / COOLER = 1 / flow out = 254.47
2025-12-24 00:48:35,3,방류수,11.86,1.0,1971.17,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 856 / COOLER = 1 / flow out = 258.19
2025-12-24 01:03:35,1,유입수,103.76,5.0,3401.52,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 857 / COOLER = 0 / flow out = 236.37
2025-12-24 01:18:35,2,1차처리수,31.27,5.0,1068.57,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 857 / COOLER = 0 / flow out = 353.42
2025-12-24 01:33:35,3,방류수,11.7,1.0,1945.02,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 857 / COOLER = 1 / flow out = 367.23
2025-12-24 01:48:35,1,유입수,124.71,5.0,4075.96,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 857 / COOLER = 1 / flow out = 367.23
2025-12-24 02:03:35,2,1차처리수,29.27,5.0,1004.03,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 857 / COOLER = 1 / flow out = 236.41
2025-12-24 02:18:35,3,방류수,11.63,1.0,1933.53,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 857 / COOLER = 1 / flow out = 250.51
2025-12-24 02:33:35,1,유입수,102.65,5.0,3366.0,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 857 / COOLER = 1 / flow out = 252.13
2025-12-24 02:48:35,2,1차처리수,30.19,5.0,1033.77,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 857 / COOLER = 1 / flow out = 212.64
2025-12-24 03:03:35,3,방류수,11.46,1.0,1906.77,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 857 / COOLER = 1 / flow out = 367.23
2025-12-24 03:18:35,1,유입수,102.24,5.0,3352.64,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 856 / COOLER = 0 / flow out = 302.72
2025-12-24 03:33:35,2,1차처리수,30.46,5.0,1042.48,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 857 / COOLER = 1 / flow out = 263.39
2025-12-24 03:48:35,3,방류수,11.52,1.0,1915.56,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 857 / COOLER = 1 / flow out = 196.22
2025-12-24 04:03:35,1,유입수,102.08,5.0,3347.61,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 856 / COOLER = 0 / flow out = 189.5
2025-12-24 04:18:35,2,1차처리수,91.58,5.0,3009.48,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 855 / COOLER = 1 / flow out = 183.56
2025-12-24 04:33:35,3,방류수,16.75,1.0,2757.1,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 853 / COOLER = 2 / flow out = 255.26
2025-12-24 04:48:35,1,유입수,103.32,5.0,3387.38,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 853 / COOLER = 1 / flow out = 211.11
2025-12-24 05:03:35,2,1차처리수,24.63,5.0,854.63,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 853 / COOLER = 1 / flow out = 207.98
2025-12-24 05:18:35,3,방류수,11.47,1.0,1908.19,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 855 / COOLER = 1 / flow out = 355.06
2025-12-24 05:33:35,1,유입수,102.31,5.0,3354.93,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 856 / COOLER = 1 / flow out = 188.1
2025-12-24 05:48:35,2,1차처리수,23.78,5.0,827.33,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 856 / COOLER = 1 / flow out = 215.52
2025-12-24 06:03:35,3,방류수,11.29,1.0,1879.1,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 853 / COOLER = 1 / flow out = 159.32
2025-12-24 06:18:35,1,유입수,94.24,5.0,3095.2,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 853 / COOLER = 1 / flow out = 157.83
2025-12-24 06:33:35,2,1차처리수,25.95,5.0,897.2,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 857 / COOLER = 1 / flow out = 158.59
2025-12-24 06:48:35,3,방류수,11.22,1.0,1868.21,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 857 / COOLER = 1 / flow out = 157.36
2025-12-24 07:03:35,1,유입수,94.06,5.0,3089.43,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 855 / COOLER = 1 / flow out = 157.78
2025-12-24 07:18:35,2,1차처리수,24.41,5.0,847.46,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 855 / COOLER = 1 / flow out = 156.53
2025-12-24 07:33:35,3,방류수,11.2,1.0,1865.2,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 853 / COOLER = 1 / flow out = 158.56
2025-12-24 07:48:35,1,유입수,93.45,5.0,3069.81,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 853 / COOLER = 1 / flow out = 157.6
2025-12-24 08:03:35,2,1차처리수,24.22,5.0,841.49,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 853 / COOLER = 1 / flow out = 276.04
2025-12-24 08:18:35,3,방류수,11.16,1.0,1857.74,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 857 / COOLER = 0 / flow out = 158.72
2025-12-24 08:33:35,1,유입수,86.82,5.0,2856.51,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 853 / COOLER = 1 / flow out = 185.29
2025-12-24 08:48:35,2,1차처리수,24.52,5.0,851.28,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 854 / COOLER = 1 / flow out = 159.72
2025-12-24 09:03:35,3,방류수,11.15,1.0,1856.18,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 856 / COOLER = 1 / flow out = 156.47
2025-12-24 09:18:35,1,유입수,90.49,5.0,2974.44,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 852 / COOLER = 1 / flow out = 158.48
2025-12-24 09:33:35,2,1차처리수,24.39,5.0,847.06,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 856 / COOLER = 1 / flow out = 156.77
2025-12-24 09:48:35,3,방류수,11.09,1.0,1846.93,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 853 / COOLER = 1 / flow out = 157.49
2025-12-24 10:03:35,1,유입수,88.05,5.0,2896.02,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 857 / COOLER = 1 / flow out = 156.26
2025-12-24 10:18:35,2,1차처리수,30.61,5.0,1047.18,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 853 / COOLER = 1 / flow out = 159.27
2025-12-24 10:33:35,3,방류수,11.08,1.0,1845.54,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 856 / COOLER = 1 / flow out = 234.64
2025-12-24 10:48:35,1,유입수,90.57,5.0,2977.08,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 854 / COOLER = 1 / flow out = 158.76
2025-12-24 11:03:35,2,1차처리수,321.03,5.0,10394.96,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 856 / COOLER = 1 / flow out = 158.99
2025-12-24 11:18:35,3,방류수,13.0,1.0,2153.34,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 854 / COOLER = 1 / flow out = 158.53
2025-12-24 11:33:35,1,유입수,93.62,5.0,3075.36,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 854 / COOLER = 1 / flow out = 158.72
2025-12-24 11:48:35,2,1차처리수,24.84,5.0,861.57,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 857 / COOLER = 1 / flow out = 159.23
2025-12-24 12:03:35,3,방류수,13.1,1.0,2170.9,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 852 / COOLER = 1 / flow out = 159.03
2025-12-24 12:18:35,1,유입수,92.55,5.0,3040.75,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 853 / COOLER = 1 / flow out = 157.74
2025-12-24 12:33:35,2,1차처리수,19.14,5.0,677.97,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 856 / COOLER = 1 / flow out = 158.96
2025-12-24 12:48:35,3,방류수,11.32,1.0,1883.95,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 857 / COOLER = 1 / flow out = 159.26
2025-12-24 13:03:35,1,유입수,93.16,5.0,3060.39,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 856 / COOLER = 1 / flow out = 166.61
2025-12-24 13:18:35,2,1차처리수,12.5,5.0,464.15,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 853 / COOLER = 1 / flow out = 159.26
2025-12-24 13:33:35,3,방류수,11.32,1.0,1883.36,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 856 / COOLER = 1 / flow out = 159.14
2025-12-24 13:48:35,1,유입수,91.19,5.0,2996.99,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 854 / COOLER = 1 / flow out = 159.34
2025-12-24 14:03:35,2,1차처리수,11.55,5.0,433.63,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 853 / COOLER = 1 / flow out = 158.06
2025-12-24 14:18:35,3,방류수,17.89,1.0,2941.67,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 856 / COOLER = 1 / flow out = 158.3
2025-12-24 14:33:35,1,유입수,91.4,5.0,3003.69,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 854 / COOLER = 1 / flow out = 158.65
2025-12-24 14:48:35,2,1차처리수,11.12,5.0,419.97,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 852 / COOLER = 1 / flow out = 159.24
2025-12-24 15:03:35,3,방류수,11.41,1.0,1897.43,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 857 / COOLER = 1 / flow out = 232.74
2025-12-24 15:18:35,1,유입수,90.45,5.0,2973.18,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 857 / COOLER = 1 / flow out = 158.62
2025-12-24 15:33:35,2,1차처리수,11.18,5.0,421.67,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 854 / COOLER = 1 / flow out = 157.92
2025-12-24 15:48:35,3,방류수,11.48,1.0,1908.83,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 853 / COOLER = 1 / flow out = 158.32
2025-12-24 16:03:35,1,유입수,90.86,5.0,2986.37,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 853 / COOLER = 2 / flow out = 158.69
2025-12-24 16:18:35,2,1차처리수,10.93,5.0,413.63,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 852 / COOLER = 3 / flow out = 158.61
2025-12-24 16:33:35,3,방류수,15.12,1.0,2494.91,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 854 / COOLER = 3 / flow out = 160.1
2025-12-24 16:48:35,1,유입수,90.58,5.0,2977.44,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 852 / COOLER = 3 / flow out = 158.72
2025-12-24 17:03:35,2,1차처리수,23.4,5.0,815.2,160.94,61.93,1.0,0.0,200,CH Name = 1차처리수 / OVEN = 856 / COOLER = 4 / flow out = 161.03
2025-12-24 17:18:35,3,방류수,14.79,1.0,2441.63,160.94,61.93,1.0,0.0,200,CH Name = 방류수 / OVEN = 856 / COOLER = 4 / flow out = 160.66
2025-12-24 17:33:35,1,유입수,90.17,5.0,2964.16,160.94,61.93,1.0,0.0,200,CH Name = 유입수 / OVEN = 857 / COOLER = 4 / flow out = 161.29
